"carat","cut","color","clarity","depth","table","price","x","y","z"
0.81,"Very Good","G","SI2",62.9,56.9,2493,5.89,5.96,3.73
0.44,"Ideal","D","VS1",61.1,56,1235,4.91,4.95,3.01
0.4,"Ideal","H","VVS2",62.2,56,877,4.7,4.75,2.94
0.3,"Ideal","G","IF",62.6,54,826,4.3,4.33,2.7
1.23,"Good","G","SI1",63.1,56,6545,6.78,6.81,4.29
1.13,"Ideal","H","VVS2",59.7,59,7108,6.89,6.77,4.08
1.07,"Premium","G","I1",62.3,60,3547,6.55,6.51,4.07
1.51,"Ideal","D","SI1",61.9,56,13588,7.35,7.41,4.57
1.05,"Very Good","J","SI2",60.9,60,3395,6.51,6.59,3.99
0.46,"Good","D","IF",58.6,59,2139,5.06,5.11,2.98
0.5,"Premium","E","SI1",63,58,1415,5.08,5.04,3.19
0.64,"Fair","E","SI1",59.5,64,1733,5.65,5.39,3.31
1.03,"Ideal","G","SI2",61.7,55,4391,6.48,6.52,4.01
0.71,"Very Good","E","VS2",59.4,58,2843,5.76,5.82,3.44
1.53,"Good","F","VS1",60.8,61,15619,7.31,7.39,4.47
1.21,"Very Good","G","SI2",62.8,60,5558,6.7,6.77,4.23
0.41,"Ideal","H","SI1",62.6,55,683,4.77,4.79,2.99
0.71,"Premium","G","VVS2",62.1,57,2832,5.75,5.65,3.54
0.52,"Ideal","F","VS1",62.2,55,1872,5.18,5.14,3.21
0.54,"Ideal","G","VVS2",61,56,2090,5.3,5.25,3.22
1.53,"Very Good","E","VS1",60.7,60,14931,7.38,7.52,4.52
0.25,"Ideal","G","VS1",62.3,54,438,4.05,4.11,2.54
0.34,"Ideal","G","VS2",62.1,57,765,4.5,4.46,2.78
1.51,"Very Good","I","SI1",62.6,60,8637,7.27,7.34,4.57
1.16,"Ideal","H","VS2",62.1,57,6954,6.7,6.73,4.17
0.33,"Good","I","VVS2",63.7,56,579,4.36,4.4,2.79
0.31,"Ideal","F","VS1",61.8,56,695,4.33,4.36,2.68
2,"Ideal","I","SI2",61.1,59,13921,8.07,8.11,4.94
0.79,"Good","E","SI1",63.2,56,3107,5.83,5.91,3.71
0.43,"Ideal","F","VVS2",62.2,55,1250,4.85,4.83,3.01
2.08,"Premium","I","SI2",60.8,61,14047,8.24,8.21,5
0.93,"Premium","E","SI2",60.5,57,4250,6.37,6.32,3.84
1.32,"Ideal","D","VVS2",59.3,59,15802,7.16,7.23,4.27
1.22,"Premium","H","SI1",61.9,56,6354,6.89,6.84,4.25
0.31,"Good","G","SI1",63.6,57,462,4.29,4.33,2.74
0.3,"Very Good","H","VVS2",63,56,605,4.23,4.28,2.68
0.56,"Ideal","D","VS2",62.1,57,2066,5.28,5.25,3.27
1.3,"Premium","H","SI2",60.1,57,6406,7.17,7.13,4.3
2.08,"Very Good","I","VS2",58.9,61,18281,8.35,8.36,4.92
1.6,"Ideal","I","SI2",61.9,57,8530,7.51,7.48,4.64
0.31,"Very Good","G","IF",61.6,54,891,4.4,4.43,2.72
1.12,"Ideal","F","VS2",60.9,55,6858,6.73,6.67,4.08
1.05,"Ideal","F","VVS2",62.1,54,9257,6.55,6.52,4.06
1.51,"Good","H","SI2",59.9,64,7340,7.53,7.39,4.47
0.91,"Premium","G","SI2",62.8,59,3047,6.14,6.12,3.85
0.79,"Good","J","VS2",57.6,59,2048,6.13,6.06,3.51
0.38,"Premium","E","SI1",58.1,58,658,4.85,4.79,2.8
0.53,"Ideal","D","VS2",60.6,57,1956,5.28,5.24,3.19
1.55,"Ideal","J","SI1",62.4,57,8301,7.5,7.45,4.67
0.7,"Fair","H","SI1",65.2,58,2048,5.49,5.55,3.6
0.53,"Ideal","F","VVS2",61.4,56,2275,5.19,5.23,3.2
0.33,"Premium","G","VVS2",61.3,59,927,4.45,4.42,2.72
0.41,"Ideal","E","SI1",62.9,57,969,4.78,4.73,2.99
2.02,"Premium","H","SI2",61.7,61,12680,8.14,8.08,5.01
0.27,"Ideal","E","VS2",60.8,56,537,4.25,4.23,2.58
1.71,"Premium","G","VS2",61.3,58,13951,7.79,7.7,4.75
0.31,"Very Good","H","SI1",61.1,55,446,4.35,4.39,2.67
0.41,"Premium","D","VVS2",61.2,62,1356,4.82,4.78,2.94
0.32,"Very Good","G","VS1",61.3,62,645,4.39,4.42,2.7
0.38,"Ideal","G","SI1",61.2,58,688,4.64,4.67,2.85
0.43,"Good","H","VVS1",60,61,1000,4.91,4.93,2.95
0.75,"Ideal","J","VS2",61.2,56,2104,5.86,5.9,3.6
0.31,"Ideal","H","VS2",62.2,55,489,4.35,4.39,2.72
1.02,"Premium","G","VS2",62.6,59,5978,6.39,6.43,4.01
0.31,"Ideal","D","VS2",62.5,56,734,4.34,4.36,2.72
1.16,"Ideal","I","SI1",61.7,56,4668,6.76,6.7,4.15
0.9,"Ideal","D","SI2",60.8,56,4167,6.26,6.24,3.8
0.92,"Very Good","G","VVS2",62.3,57,5183,6.19,6.27,3.88
0.79,"Ideal","F","VVS2",61.9,57,4180,5.93,5.96,3.68
0.31,"Ideal","I","IF",61.3,57,652,4.34,4.4,2.68
0.32,"Ideal","D","VVS2",61.2,56,803,4.39,4.43,2.7
0.7,"Ideal","H","SI1",61.5,55,2815,5.73,5.79,3.54
0.5,"Ideal","E","SI1",61.3,56.2,1601,5.12,5.14,3.15
2.03,"Ideal","G","SI1",60,55.8,18757,8.17,8.3,4.95
0.7,"Very Good","H","SI1",61,58,2107,5.67,5.7,3.47
0.3,"Ideal","D","VS2",62.3,56,616,4.29,4.31,2.68
1.2,"Premium","H","SI1",60.8,60,6282,6.9,6.85,4.18
1.5,"Premium","H","VS2",61.8,59,11464,7.35,7.3,4.53
0.73,"Very Good","D","SI2",60.4,59,2703,5.8,5.86,3.52
1.01,"Premium","I","SI2",61.6,59,3411,6.4,6.35,3.93
1.52,"Premium","D","SI2",60.2,60,8897,7.46,7.4,4.47
0.9,"Very Good","E","SI1",63,56,4315,6.11,6.15,3.86
1.55,"Ideal","H","SI2",62.1,57,8678,7.39,7.43,4.6
0.51,"Premium","E","SI1",58.8,58,1443,5.28,5.23,3.09
1,"Good","D","SI1",64.1,56,6328,6.28,6.24,4.01
0.71,"Fair","G","VS2",57,66,2623,5.83,5.81,3.32
0.5,"Ideal","H","SI1",59.2,62,1160,5.17,5.2,3.07
0.57,"Premium","F","VS2",60.3,58,1754,5.4,5.44,3.27
0.74,"Ideal","F","VVS1",60.9,57,4013,5.83,5.86,3.56
0.51,"Ideal","G","VS2",61,56,1585,5.17,5.2,3.16
2.02,"Premium","H","SI2",61.5,58,17166,8.14,8.1,4.99
0.23,"Ideal","F","VVS2",61.9,57,530,3.93,3.96,2.44
1,"Ideal","E","I1",61.8,56,3584,6.43,6.38,3.96
1.52,"Very Good","I","SI2",59.8,62,7866,7.41,7.47,4.45
1.51,"Ideal","I","SI1",62.4,59,8752,7.27,7.34,4.56
0.54,"Ideal","H","SI1",62.5,53,1227,5.22,5.25,3.27
0.41,"Ideal","E","VS2",62.5,55,935,4.74,4.77,2.97
0.32,"Ideal","E","VVS2",61.5,56,1010,4.41,4.44,2.72
0.51,"Good","G","SI2",63.6,54,1029,5.05,5.08,3.22
0.35,"Ideal","F","VS2",62.1,57,906,4.55,4.53,2.82
0.53,"Premium","G","VVS2",60.8,58,1914,5.25,5.18,3.17
0.72,"Very Good","F","SI2",63.1,58,2246,5.69,5.63,3.57
2.08,"Premium","H","SI2",59.7,59,12454,8.38,8.29,4.98
1.02,"Premium","H","SI1",61.8,56,4102,6.47,6.42,3.98
1.2,"Fair","I","I1",66.2,55,3011,6.61,6.51,4.34
0.35,"Very Good","E","VS1",59.7,59,790,4.59,4.62,2.75
1.21,"Ideal","G","VS1",61.3,57,10685,6.82,6.87,4.2
0.5,"Premium","G","VVS2",60.9,59,1935,5.12,5.09,3.11
0.31,"Very Good","I","VS2",63.2,55,558,4.4,4.3,2.75
1.01,"Ideal","I","VS1",62.8,57,3991,6.42,6.38,4.02
0.5,"Premium","E","SI1",60.2,58,1415,5.18,5.15,3.11
0.71,"Ideal","F","VS1",61,56,3701,5.77,5.8,3.53
1.22,"Premium","J","VS1",61.7,59,5910,6.92,6.85,4.25
0.47,"Ideal","J","SI1",60.6,54,983,5.04,5,3.09
0.24,"Very Good","E","VVS2",62.5,58,485,3.96,4.01,2.49
0.9,"Ideal","E","SI1",59.1,59,4439,6.31,6.37,3.75
0.32,"Ideal","F","SI2",61.7,56,561,4.41,4.44,2.73
1.16,"Ideal","F","VVS2",61.8,56.7,10439,6.7,6.78,4.16
0.3,"Very Good","D","VS1",63,56,645,4.27,4.33,2.71
1.62,"Premium","G","VS1",59.4,58,15188,7.74,7.68,4.58
0.73,"Premium","F","VS2",60.3,59,2841,5.9,5.87,3.55
1.08,"Premium","H","VS2",62.1,58,5250,6.63,6.51,4.08
0.3,"Ideal","F","IF",60.8,56,892,4.35,4.36,2.65
1.14,"Good","E","SI1",60.9,64,5899,6.78,6.68,4.09
1.01,"Very Good","G","SI2",63.2,58,3275,6.42,6.35,4.04
0.5,"Ideal","D","VS1",61.9,55,1937,5.09,5.12,3.16
0.9,"Very Good","D","VVS2",62.6,59,6872,6.11,6.15,3.84
0.3,"Very Good","H","VVS2",63,56,581,4.24,4.27,2.68
0.31,"Premium","J","VS1",61.8,59,408,4.31,4.33,2.67
1.01,"Premium","H","VS2",61.9,57,5260,6.42,6.35,3.95
0.29,"Ideal","G","SI1",62.1,54,420,4.25,4.29,2.65
0.31,"Good","I","SI1",64.3,55,377,4.27,4.29,2.75
0.38,"Ideal","H","VVS2",61.6,56,794,4.67,4.72,2.89
0.38,"Ideal","F","SI1",60.4,57,844,4.7,4.74,2.85
0.41,"Ideal","E","VVS2",61.4,57,1187,4.76,4.79,2.93
0.7,"Premium","E","SI1",60.1,58,2349,5.81,5.83,3.5
0.51,"Fair","G","SI1",64.5,56,1160,5.06,5.01,3.25
1.09,"Very Good","J","VS2",62.3,59,4372,6.56,6.63,4.11
0.9,"Very Good","D","SI1",62.6,58,4381,6.11,6.15,3.84
0.71,"Good","D","SI2",64.3,56,2215,5.64,5.59,3.61
1.01,"Very Good","G","VS2",63.2,55,5701,6.39,6.34,4.02
1.2,"Good","E","SI1",64,61,7096,6.67,6.61,4.25
0.4,"Ideal","D","VVS2",62.2,55,1323,4.74,4.72,2.94
0.42,"Very Good","E","VVS2",59.8,56,1167,4.9,4.92,2.94
0.33,"Premium","G","VS2",61.4,60,579,4.41,4.45,2.72
0.35,"Very Good","D","SI2",63.3,55,669,4.49,4.45,2.83
1,"Good","F","SI1",64.1,60,4586,6.25,6.19,3.99
0.3,"Ideal","H","VS2",62.3,57,491,4.27,4.3,2.67
0.51,"Premium","F","VVS2",60.5,59,2203,5.17,5.15,3.12
1.51,"Premium","H","VS2",60.7,58,10685,7.45,7.4,4.51
0.3,"Premium","H","VS1",62.1,59,491,4.25,4.28,2.65
0.36,"Ideal","D","VS2",61.8,55,800,4.58,4.61,2.84
3.01,"Premium","J","SI2",59.7,58,18710,9.41,9.32,5.59
1.54,"Ideal","J","VVS2",62.8,58,9171,7.32,7.37,4.61
0.34,"Ideal","G","VS2",62,55,596,4.46,4.48,2.77
0.32,"Premium","G","VS2",62,58,561,4.33,4.38,2.7
0.32,"Ideal","F","VS2",61.9,55,602,4.41,4.45,2.74
1.01,"Good","H","SI1",63.7,60,4749,6.3,6.35,4.03
1.29,"Ideal","E","VVS2",59.8,59,13530,7.07,7.11,4.24
0.61,"Ideal","F","VVS2",61.1,57,3248,5.47,5.49,3.34
0.9,"Premium","D","SI2",61,59,3740,6.18,6.14,3.76
0.3,"Very Good","F","VS2",62.9,57,605,4.26,4.29,2.69
1.03,"Ideal","D","SI1",61.2,55,5804,6.51,6.57,4
0.35,"Ideal","H","VVS1",62,55,756,4.52,4.54,2.81
1.43,"Fair","E","SI2",66,57,6086,7.02,7,4.63
1.54,"Ideal","J","VS2",62.7,56,8479,7.32,7.36,4.6
1.54,"Ideal","F","VS2",61.8,56,17240,7.36,7.39,4.56
1.07,"Ideal","D","SI1",61.8,55,5767,6.54,6.59,4.06
1.01,"Ideal","G","VS2",61.7,57,5995,6.48,6.45,3.99
0.28,"Very Good","H","VS2",61.6,57,429,4.22,4.25,2.61
0.4,"Premium","F","SI1",62.5,59,945,4.71,4.67,2.93
0.71,"Premium","E","SI1",59.5,62,2629,5.85,5.74,3.45
1.24,"Premium","D","VS2",59.3,58,9738,7.03,7.09,4.19
0.33,"Ideal","G","SI1",61.3,56,492,4.46,4.51,2.75
1.01,"Ideal","G","VS2",62.4,56,5946,6.42,6.39,4
0.53,"Ideal","G","VS1",62.6,54,1721,5.16,5.19,3.24
0.39,"Very Good","E","VVS2",62.2,55,962,4.66,4.7,2.91
0.72,"Premium","G","SI1",62.8,60,2352,5.78,5.68,3.6
1.2,"Ideal","F","VS1",62,55,9641,6.81,6.83,4.23
0.72,"Ideal","E","VS2",61.1,56,3601,5.78,5.81,3.54
0.73,"Very Good","D","SI1",63.9,57,2841,5.66,5.71,3.63
1.01,"Very Good","D","SI1",62.4,58,4666,6.39,6.47,4.01
0.48,"Ideal","G","IF",61.9,55,1791,5.03,5.08,3.13
0.32,"Premium","H","VVS1",61.5,59,936,4.41,4.37,2.7
0.9,"Ideal","G","VVS1",61.6,57,5564,6.24,6.16,3.82
0.34,"Ideal","D","VVS2",61.3,56,1174,4.48,4.52,2.76
0.3,"Premium","E","SI2",61.5,62,468,4.31,4.28,2.64
0.41,"Ideal","G","VVS1",62.4,55,1068,4.74,4.78,2.97
0.57,"Very Good","G","VS2",62.6,55,1608,5.26,5.31,3.31
0.5,"Good","H","VS2",56.3,65,1239,5.21,5.24,2.94
0.88,"Ideal","F","SI2",62.2,56,3619,6.11,6.17,3.82
0.41,"Ideal","D","VS2",61.2,57,889,4.78,4.82,2.94
0.73,"Premium","D","SI1",60.5,58,2498,5.85,5.82,3.53
1.04,"Premium","H","VVS2",59.1,60,6278,6.66,6.6,3.92
0.35,"Ideal","G","VS1",62.6,54,706,4.52,4.56,2.84
1.22,"Ideal","H","VS2",62.8,56,7584,6.81,6.75,4.26
1.01,"Premium","F","VVS2",59.3,60,8579,6.52,6.5,3.86
0.25,"Premium","F","VS1",61.2,59,558,4.05,4.02,2.47
0.36,"Premium","D","VS2",59.1,58,1094,4.68,4.63,2.75
0.28,"Premium","E","VVS2",58.7,60,780,4.34,4.31,2.54
0.3,"Premium","J","VS1",62.6,58,394,4.27,4.32,2.69
0.32,"Ideal","I","IF",60.8,54,864,4.47,4.44,2.71
1.08,"Premium","J","SI1",61,60,4173,6.62,6.57,4.02
0.92,"Ideal","J","VS2",61.1,57,3215,6.31,6.22,3.83
1.26,"Ideal","H","VS1",61.5,59,7845,6.94,6.91,4.26
1.57,"Premium","H","VS2",62.2,58,11415,7.45,7.4,4.62
0.33,"Premium","G","VS1",62.2,58,854,4.42,4.39,2.74
0.9,"Very Good","E","VS2",62.5,58,5305,6.14,6.18,3.85
0.7,"Very Good","F","SI1",61.5,58,2373,5.65,5.7,3.49
0.23,"Ideal","G","IF",61.7,55,536,3.94,3.98,2.44
1.18,"Ideal","I","VS2",62.3,56,6304,6.76,6.73,4.21
0.4,"Very Good","E","VS2",62.9,55,912,4.72,4.73,2.97
1.05,"Ideal","G","VS1",62,56,6936,6.47,6.53,4.03
0.3,"Ideal","J","VS1",59.7,57,506,4.4,4.37,2.62
0.71,"Ideal","G","VVS2",62.5,58,2978,5.7,5.73,3.57
1.09,"Premium","G","SI2",59,58,4456,6.78,6.72,3.98
0.51,"Ideal","G","VS1",61.2,55,1634,5.15,5.19,3.16
0.55,"Very Good","D","SI2",59.7,64,1401,5.26,5.32,3.16
0.51,"Ideal","E","VS2",61.9,55,1656,5.13,5.17,3.19
1.36,"Very Good","F","VS1",62.7,60,11946,7.05,7.02,4.41
0.26,"Ideal","H","SI2",62.5,53,362,4.09,4.13,2.57
0.4,"Good","D","VVS2",60.8,62,1080,4.74,4.77,2.89
0.74,"Premium","F","VS1",61.7,57,3170,5.85,5.79,3.59
1.26,"Premium","H","SI1",62.2,58,6664,6.93,6.87,4.29
0.43,"Premium","F","SI1",60.5,60,1016,4.88,4.84,2.94
2.14,"Premium","J","SI2",58.4,58,10306,8.52,8.5,4.97
0.55,"Ideal","E","VS1",62.2,55,2079,5.26,5.22,3.26
0.41,"Ideal","G","VVS1",62.5,53,1068,4.76,4.78,2.98
0.85,"Premium","J","VS2",60.7,58,2295,6.12,6.08,3.71
0.9,"Ideal","G","SI1",61.6,57,3931,6.24,6.17,3.82
0.7,"Premium","I","VS1",62.9,61,2234,5.64,5.62,3.54
0.33,"Ideal","D","VVS1",60.5,56,1257,4.5,4.53,2.73
0.33,"Ideal","E","VS2",62.6,57,723,4.37,4.42,2.75
0.9,"Premium","I","VS1",60.7,58,3145,6.3,6.19,3.79
0.35,"Ideal","D","SI1",62.3,55,827,4.54,4.51,2.82
1.17,"Ideal","G","VS1",59.4,57,7155,6.93,6.87,4.1
1.08,"Ideal","J","VS2",62.3,56,4093,6.6,6.53,4.09
1.01,"Good","E","SI2",63.3,58,4168,6.3,6.36,4.01
1.12,"Very Good","G","SI1",62.5,58,5088,6.6,6.64,4.14
1.01,"Very Good","F","VS1",62.5,60,7079,6.36,6.41,3.99
0.71,"Very Good","I","VVS1",63.4,57,2572,5.71,5.67,3.61
0.36,"Ideal","D","SI1",61.2,57,663,4.59,4.63,2.82
0.32,"Ideal","F","VVS2",60.7,57,1068,4.42,4.45,2.69
0.31,"Ideal","G","VS2",59.6,57,544,4.4,4.43,2.63
1.52,"Ideal","G","SI1",60.3,57,11105,7.47,7.51,4.52
0.51,"Ideal","I","VS1",62,57,1376,5.1,5.13,3.17
1.01,"Premium","F","VS2",63,58,6165,6.4,6.34,4.01
0.51,"Premium","F","VS1",60.2,58,2346,5.25,5.21,3.15
0.34,"Premium","G","VS2",62.4,59,596,4.41,4.47,2.77
1.09,"Ideal","G","SI2",61.2,57,4586,6.63,6.68,4.07
1.5,"Very Good","I","VS2",62.5,59,8893,7.26,7.3,4.55
0.27,"Very Good","F","VS2",58.7,58,470,4.25,4.3,2.51
0.9,"Premium","D","SI2",58.8,59,3579,6.28,6.24,3.68
0.33,"Ideal","H","VVS2",62.2,54,666,4.44,4.46,2.77
0.91,"Very Good","D","SI1",63.5,56,4389,6.13,6.18,3.91
1.32,"Premium","I","SI1",62.2,58,6171,6.99,7.04,4.36
2.01,"Premium","H","SI2",62.5,62,11825,8.09,8.04,5.04
0.33,"Ideal","D","VS2",62.1,56,1002,4.47,4.42,2.76
0.73,"Very Good","F","SI1",61.4,56,2879,5.81,5.86,3.58
0.31,"Very Good","H","SI1",59,57,446,4.4,4.44,2.61
0.32,"Premium","H","VVS2",62.3,58,828,4.37,4.33,2.71
0.9,"Very Good","H","VVS1",62.3,59,4977,6.09,6.15,3.81
0.51,"Premium","F","VS1",60.7,59,1627,5.11,5.13,3.11
0.4,"Ideal","F","VS1",62.7,55,982,4.74,4.76,2.98
1.14,"Good","I","SI1",63.5,56,4702,6.58,6.62,4.19
1.1,"Premium","H","SI2",59.2,59,3388,6.8,6.74,4.01
1.03,"Very Good","F","IF",62.8,57,10032,6.4,6.47,4.04
0.71,"Ideal","H","VS1",62.4,56,2559,5.66,5.71,3.55
0.51,"Ideal","D","VS1",62.1,55,1959,5.14,5.2,3.21
1.01,"Very Good","E","VS2",63,60,6221,6.32,6.35,3.99
0.55,"Premium","G","SI1",61.3,59,1316,5.23,5.28,3.22
0.31,"Ideal","D","SI1",61,57,571,4.38,4.41,2.68
1.51,"Very Good","J","VS2",59.7,59,8735,7.51,7.47,4.47
1.01,"Premium","F","SI1",59.8,60,5249,6.53,6.57,3.92
1.01,"Very Good","I","SI1",63.3,59,2730,6.26,6.22,3.95
0.9,"Premium","I","SI2",60.6,60,2948,6.28,6.23,3.79
0.61,"Premium","F","VVS2",63,60,2319,5.35,5.29,3.35
0.3,"Ideal","F","IF",62,56,1013,4.34,4.3,2.68
0.38,"Ideal","F","VS1",62.8,56,998,4.64,4.59,2.9
0.73,"Very Good","E","VS2",61.5,58,3307,5.71,5.8,3.54
1.25,"Premium","I","SI1",62.5,59,5250,6.89,6.81,4.28
1.23,"Ideal","H","SI2",60.6,57,5951,6.98,6.94,4.22
0.36,"Very Good","H","IF",61.6,56,865,4.57,4.62,2.83
1.5,"Ideal","I","VS2",62.6,55,9408,7.39,7.31,4.6
1.51,"Ideal","G","VS2",62.1,54,12551,7.34,7.31,4.55
1.73,"Premium","H","VS2",59.2,61,13221,7.82,7.78,4.62
0.33,"Ideal","H","SI1",61.7,55,564,4.43,4.46,2.74
0.32,"Ideal","H","SI1",61.9,54,547,4.39,4.43,2.73
2.01,"Ideal","I","SI1",61.4,57,16562,8.13,8.19,5.01
1,"Ideal","G","SI1",61.9,56,5088,6.45,6.37,3.97
1.32,"Very Good","H","SI2",63,59,6085,6.91,6.99,4.38
0.82,"Ideal","D","SI1",61.9,56,4113,5.99,6.02,3.72
0.6,"Very Good","H","VVS1",61.5,56,2142,5.43,5.46,3.35
0.45,"Premium","F","SI2",61.5,61,936,4.95,4.9,3.03
0.41,"Premium","D","VS2",61.8,58,846,4.76,4.79,2.95
0.42,"Premium","D","SI2",60,61,898,4.89,4.85,2.92
0.71,"Very Good","H","SI1",64,58,2141,5.57,5.61,3.58
0.91,"Very Good","G","SI2",64,61,3387,6.05,6.08,3.88
1.21,"Ideal","I","VVS2",62.2,55,7134,6.79,6.83,4.23
1.53,"Ideal","E","SI1",61,55,11470,7.44,7.49,4.55
0.52,"Very Good","D","VS2",62.9,59,1847,5.11,5.13,3.22
0.3,"Ideal","G","IF",62.2,55,844,4.3,4.32,2.68
0.98,"Premium","E","SI2",61.7,61,4478,6.38,6.34,3.93
0.31,"Ideal","D","VS2",60.8,56,692,4.39,4.42,2.68
0.7,"Good","D","SI2",58.2,63,2583,5.78,5.83,3.38
0.4,"Premium","D","VVS2",60.7,60,1323,4.78,4.74,2.89
1.01,"Very Good","G","VS2",61.6,60,6406,6.42,6.47,3.97
0.73,"Ideal","G","SI1",62.3,54,2321,5.81,5.78,3.61
1.08,"Very Good","H","VS2",62.2,57,5155,6.5,6.55,4.06
0.32,"Premium","F","VS2",61.7,58,645,4.38,4.41,2.71
0.32,"Ideal","E","VS1",61.7,57,758,4.39,4.42,2.72
1.19,"Ideal","G","VVS2",60.8,55,9383,6.91,6.9,4.19
1.35,"Ideal","H","VS2",60.8,56,9462,7.13,7.17,4.35
0.3,"Premium","F","IF",60.7,58,947,4.33,4.37,2.64
0.31,"Ideal","H","VVS1",61.5,56,707,4.34,4.38,2.68
0.2,"Premium","D","VS2",61.7,60,367,3.77,3.72,2.31
0.38,"Ideal","G","VS1",61.8,56,1069,4.65,4.64,2.87
0.91,"Good","F","SI1",64,57,3423,6.08,6.17,3.92
0.91,"Good","D","SI1",64.6,58,4265,6.02,6.12,3.92
0.36,"Ideal","D","SI1",62.7,57,663,4.54,4.59,2.86
0.71,"Premium","F","VS2",62.1,58,2801,5.7,5.67,3.53
0.35,"Premium","F","VS2",61.1,62,906,4.54,4.5,2.76
0.31,"Good","G","IF",63.9,58,988,4.3,4.27,2.74
1.4,"Very Good","G","VS1",62.6,58,11262,7.03,7.07,4.41
1.52,"Good","I","SI1",64,58,9295,7.27,7.2,4.63
0.44,"Very Good","F","VS1",61.2,61,1081,4.83,4.88,2.97
1.54,"Very Good","F","VS1",63.3,58,16082,7.34,7.3,4.63
0.42,"Premium","F","VS1",59.8,57,985,4.89,4.85,2.91
1.22,"Ideal","G","VVS2",60,58,11003,6.95,6.99,4.18
1.27,"Ideal","J","VS1",62,57,5008,6.96,6.92,4.3
1.01,"Good","D","SI2",65.1,57,4468,6.27,6.32,4.1
0.4,"Ideal","J","VS1",61.5,58,633,4.73,4.76,2.92
0.35,"Ideal","D","SI1",60.8,55,644,4.56,4.59,2.78
1.21,"Premium","H","SI1",61.6,61,6505,6.88,6.83,4.22
0.34,"Ideal","G","IF",60.9,56,974,4.5,4.53,2.75
1.03,"Premium","J","SI2",62,58,3378,6.47,6.52,4.03
0.33,"Very Good","E","SI1",63,54,579,4.38,4.42,2.77
0.4,"Premium","G","SI2",61.9,61,765,4.74,4.69,2.92
1.3,"Premium","H","VS1",61.5,58,7855,6.98,6.96,4.29
0.32,"Ideal","I","SI1",61.9,54,450,4.41,4.45,2.74
0.51,"Good","E","SI1",63.2,61,1343,5.05,5.08,3.2
0.54,"Good","E","SI2",63.8,54,1250,5.18,5.17,3.3
0.4,"Very Good","E","VS1",61.8,56,1053,4.74,4.77,2.94
1.17,"Ideal","G","VVS2",61.7,55,9110,6.77,6.74,4.17
1.03,"Ideal","D","SI2",61.8,54,5105,6.52,6.46,4.01
0.81,"Premium","I","SI2",61.5,60,1786,5.94,5.9,3.64
1.03,"Premium","H","VS1",61.2,58,5849,6.55,6.52,4
0.58,"Ideal","E","VS1",62.9,54,2192,5.34,5.31,3.35
1.01,"Ideal","F","VVS1",60.5,60,10197,6.45,6.47,3.91
1.53,"Very Good","G","VS1",60.3,59,13228,7.52,7.58,4.55
0.33,"Ideal","E","VS2",62.3,57,928,4.43,4.37,2.74
0.35,"Ideal","E","VVS1",62.2,56,1116,4.53,4.51,2.81
0.31,"Very Good","H","VVS2",61.9,58,625,4.33,4.36,2.69
1.01,"Ideal","F","VS1",61.3,57,7465,6.44,6.47,3.96
0.58,"Very Good","F","VS2",63,59,1667,5.27,5.39,3.36
1.11,"Premium","H","SI2",62.9,59,4662,6.59,6.54,4.13
1.11,"Premium","I","SI2",61.2,61,4028,6.69,6.65,4.08
1.01,"Good","D","VS2",64.2,60,6176,6.35,6.32,4.07
1.01,"Good","G","VS2",63.7,56,5701,6.4,6.32,4.05
0.41,"Ideal","D","VVS1",62.7,56,1413,4.77,4.74,2.98
1.21,"Good","I","VS2",64.1,61,5028,6.7,6.66,4.28
0.78,"Very Good","H","SI2",63.1,56,2348,5.84,5.88,3.7
0.7,"Good","J","VVS2",64.3,56,1922,5.57,5.63,3.6
0.41,"Good","E","VS1",63.5,54,935,4.71,4.74,3
1.01,"Premium","H","SI1",62.1,60,4439,6.43,6.39,3.98
0.7,"Ideal","G","SI1",61.1,57,2312,5.72,5.77,3.51
0.34,"Premium","D","SI1",59.7,59,803,4.57,4.54,2.72
0.31,"Ideal","G","VS1",61.4,56,625,4.36,4.37,2.68
0.51,"Ideal","J","SI1",62.5,56,988,5.06,5.12,3.18
0.3,"Premium","G","SI2",62.3,59,394,4.25,4.29,2.66
1.02,"Ideal","D","SI2",61.7,58,5426,6.41,6.49,3.98
0.3,"Ideal","G","VVS2",62.2,54,819,4.33,4.29,2.68
2.04,"Ideal","H","SI2",61.5,57,16800,8.15,8.18,5.02
0.47,"Ideal","E","VS1",61.5,55,1400,5.01,5.04,3.09
1.11,"Ideal","E","SI1",61.1,57,6800,6.64,6.72,4.08
2.03,"Ideal","J","VS1",62.5,57,14579,8.14,8.08,5.06
0.37,"Very Good","E","VVS1",60.9,56,1055,4.65,4.67,2.84
0.25,"Ideal","G","VVS1",62.6,55,582,4.03,4.04,2.52
0.4,"Ideal","F","IF",62.3,57,1292,4.69,4.71,2.93
1.8,"Premium","I","SI2",61.8,59,8457,7.9,7.8,4.85
0.32,"Ideal","F","IF",60.9,57,943,4.42,4.45,2.7
0.5,"Ideal","E","VS2",60.4,56,1892,5.15,5.21,3.13
0.52,"Very Good","E","VS2",61.5,58,1625,5.18,5.24,3.2
0.34,"Premium","E","SI2",61.7,58,612,4.54,4.5,2.79
1.5,"Fair","E","VS1",65.4,57,15584,7.14,7.07,4.65
0.44,"Ideal","I","VS2",61.9,54,732,4.91,4.95,3.05
